,_wpmbiasp,_wp5,_wp4,_wp1,_wp0,_wnmbiasp,_wnmbiasn,_wn8,_wn6,_wn4,_wn0,_nfpmbiasp,_nfp5,_nfp4,_nfp1,_nfp0,_nfnmbiasp,_nfnmbiasn,_nfn8,_nfn6,_nfn4,_nfn0,_lpmbiasp,_lp5,_lp4,_lp1,_lp0,_lnmbiasp,_lnmbiasn,_ln8,_ln6,_ln4,_ln0,fom,gdc,idd,gbw,pm,cload
59,8.98E-6,7.92E-6,9.8E-6,1.4E-7,2.0E-7,1.8E-6,9.98E-6,5.2E-6,2.2E-7,3.86E-6,1.2E-7,7.0,4.0,1.0,1.0,1.0,15.0,20.0,1.0,1.0,1.0,3.0,1.68E-6,2.8E-7,1.0E-7,4.0E-7,1.4E-7,1.2E-6,1.24E-6,6.4E-7,9.8E-7,1.86E-6,5.6E-7,14094.0,46.406,1.6809E-4,3.9485E8,60.61,5e-13
60,8.52E-6,6.94E-6,9.9E-6,1.2E-7,4.4E-7,1.46E-6,6.84E-6,5.2E-6,1.2E-7,3.18E-6,1.2E-7,9.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.72E-6,2.4E-7,6.0E-8,2.4E-7,1.8E-7,1.14E-6,1.02E-6,5.2E-7,1.02E-6,1.98E-6,5.2E-7,12747.0,46.394,2.5656E-4,5.4508E8,60.084,5e-13
61,7.2E-6,7.78E-6,8.72E-6,1.2E-7,2.6E-7,1.68E-6,8.52E-6,6.88E-6,1.4E-7,3.28E-6,1.8E-7,7.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,1.48E-6,2.4E-7,6.0E-8,2.8E-7,1.6E-7,1.14E-6,1.3E-6,6.8E-7,1.04E-6,2.0E-6,4.2E-7,13207.0,46.382,2.5775E-4,5.6734E8,60.745,5e-13
62,8.08E-6,7.78E-6,9.84E-6,1.4E-7,3.2E-7,1.34E-6,8.2E-6,5.64E-6,1.2E-7,4.08E-6,3.4E-7,4.0,4.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.8E-6,3.0E-7,6.0E-8,2.8E-7,1.4E-7,1.3E-6,8.8E-7,6.4E-7,1.1E-6,1.98E-6,3.6E-7,15865.0,46.361,1.8593E-4,4.9163E8,60.756,5e-13
63,8.8E-6,9.44E-6,7.72E-6,1.2E-7,1.8E-7,1.7E-6,8.12E-6,6.0E-6,1.4E-7,3.36E-6,3.4E-7,8.0,4.0,1.0,1.0,1.0,15.0,2.0,1.0,1.0,1.0,2.0,1.98E-6,2.0E-7,8.0E-8,2.8E-7,1.2E-7,1.12E-6,1.88E-6,6.6E-7,1.0E-6,1.88E-6,5.0E-7,11636.0,46.3,2.9829E-4,5.7848E8,61.953,5e-13
64,8.14E-6,7.22E-6,9.9E-6,1.2E-7,1.2E-7,1.68E-6,8.52E-6,7.24E-6,1.2E-7,3.5E-6,1.6E-7,6.0,4.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,1.94E-6,2.0E-7,8.0E-8,2.8E-7,1.6E-7,1.12E-6,1.12E-6,6.4E-7,9.4E-7,1.98E-6,4.8E-7,13213.0,46.297,2.624E-4,5.7784E8,60.925,5e-13
65,9.24E-6,5.92E-6,8.92E-6,1.4E-7,1.4E-7,1.46E-6,7.0E-6,4.78E-6,1.2E-7,2.86E-6,1.2E-7,21.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.76E-6,2.4E-7,6.0E-8,5.2E-7,1.4E-7,1.62E-6,7.8E-7,8.8E-7,1.06E-6,1.66E-6,5.0E-7,14559.0,46.28,1.3479E-4,3.2706E8,61.962,5e-13
66,9.74E-6,6.2E-6,9.02E-6,1.6E-7,2.0E-7,1.7E-6,9.28E-6,5.0E-6,1.4E-7,3.18E-6,2.4E-7,5.0,4.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.52E-6,2.4E-7,6.0E-8,4.2E-7,1.4E-7,1.22E-6,1.38E-6,7.2E-7,1.4E-6,1.64E-6,6.6E-7,14284.0,46.246,1.6954E-4,4.036E8,60.059,5e-13
67,9.06E-6,9.28E-6,8.24E-6,1.2E-7,2.4E-7,1.68E-6,8.0E-6,5.8E-6,1.2E-7,3.34E-6,1.6E-7,7.0,4.0,1.0,1.0,1.0,10.0,5.0,1.0,1.0,1.0,2.0,1.98E-6,1.8E-7,6.0E-8,2.8E-7,1.2E-7,1.42E-6,1.96E-6,6.0E-7,1.02E-6,1.84E-6,3.4E-7,11968.0,46.159,3.212E-4,6.4072E8,63.022,5e-13
68,9.84E-6,7.0E-6,9.82E-6,1.2E-7,1.4E-7,1.54E-6,7.9E-6,6.84E-6,1.4E-7,2.9E-6,1.8E-7,10.0,5.0,1.0,1.0,2.0,10.0,9.0,1.0,1.0,1.0,3.0,1.86E-6,1.8E-7,6.0E-8,2.2E-7,1.6E-7,9.8E-7,1.52E-6,6.4E-7,1.28E-6,1.9E-6,5.4E-7,11515.0,46.127,3.1154E-4,5.9789E8,60.652,5e-13
69,9.92E-6,9.98E-6,7.66E-6,1.2E-7,1.4E-7,1.54E-6,5.96E-6,5.72E-6,1.6E-7,5.06E-6,2.8E-7,6.0,2.0,1.0,1.0,2.0,10.0,4.0,1.0,1.0,1.0,1.0,1.8E-6,1.6E-7,6.0E-8,3.8E-7,2.0E-7,8.4E-7,8.6E-7,6.4E-7,1.42E-6,2.0E-6,2.8E-7,13160.0,46.099,2.5067E-4,5.4982E8,61.691,5e-13
70,9.04E-6,5.94E-6,9.72E-6,2.0E-7,1.6E-7,1.58E-6,7.94E-6,5.42E-6,1.2E-7,3.14E-6,2.2E-7,6.0,6.0,1.0,1.0,2.0,13.0,7.0,1.0,1.0,1.0,2.0,1.64E-6,2.4E-7,6.0E-8,2.6E-7,1.4E-7,1.12E-6,1.22E-6,5.4E-7,1.0E-6,2.0E-6,3.8E-7,13880.0,46.096,2.4447E-4,5.6552E8,62.031,5e-13
71,8.7E-6,9.94E-6,9.62E-6,1.2E-7,2.0E-7,1.8E-6,1.0E-5,5.14E-6,1.4E-7,4.32E-6,1.4E-7,7.0,2.0,1.0,1.0,1.0,15.0,15.0,1.0,1.0,1.0,2.0,1.68E-6,2.8E-7,8.0E-8,5.0E-7,1.4E-7,1.14E-6,1.04E-6,6.0E-7,1.04E-6,2.0E-6,7.2E-7,14000.0,46.057,1.5958E-4,3.7236E8,61.095,5e-13
72,7.7E-6,6.6E-6,8.92E-6,1.2E-7,3.6E-7,1.76E-6,7.14E-6,5.3E-6,1.2E-7,3.76E-6,1.2E-7,19.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.6E-6,2.4E-7,6.0E-8,2.2E-7,1.6E-7,1.14E-6,7.8E-7,4.2E-7,1.92E-6,1.94E-6,6.0E-7,13551.0,46.056,2.4101E-4,5.4433E8,60.997,5e-13
73,9.44E-6,7.86E-6,9.6E-6,1.2E-7,3.6E-7,1.22E-6,6.16E-6,5.14E-6,1.2E-7,3.68E-6,1.6E-7,12.0,3.0,1.0,1.0,1.0,2.0,20.0,1.0,1.0,1.0,2.0,1.8E-6,2.4E-7,6.0E-8,2.2E-7,1.2E-7,9.6E-7,1.06E-6,6.8E-7,1.72E-6,1.64E-6,4.0E-7,14247.0,46.05,2.3929E-4,5.6818E8,60.985,5e-13
74,8.38E-6,7.54E-6,8.78E-6,1.2E-7,1.2E-7,1.8E-6,9.92E-6,5.26E-6,1.2E-7,4.9E-6,1.6E-7,7.0,4.0,1.0,1.0,2.0,20.0,17.0,1.0,1.0,1.0,3.0,1.72E-6,2.8E-7,6.0E-8,2.4E-7,1.4E-7,1.8E-6,1.1E-6,6.8E-7,1.12E-6,2.0E-6,7.4E-7,15296.0,46.014,1.5844E-4,4.0392E8,60.91,5e-13
75,8.12E-6,7.6E-6,8.3E-6,1.4E-7,3.8E-7,1.96E-6,9.6E-6,6.24E-6,1.2E-7,3.12E-6,1.6E-7,7.0,3.0,1.0,1.0,1.0,13.0,2.0,1.0,1.0,1.0,3.0,1.52E-6,2.4E-7,6.0E-8,2.2E-7,1.4E-7,1.34E-6,9.2E-7,7.4E-7,1.44E-6,1.9E-6,6.6E-7,15208.0,45.987,1.6667E-4,4.2246E8,60.154,5e-13
76,8.14E-6,8.38E-6,9.84E-6,1.2E-7,1.2E-7,1.68E-6,9.46E-6,7.28E-6,1.8E-7,3.98E-6,3.2E-7,6.0,3.0,1.0,1.0,2.0,13.0,44.0,1.0,1.0,1.0,2.0,1.66E-6,1.8E-7,6.0E-8,2.8E-7,1.6E-7,1.08E-6,1.1E-6,6.4E-7,1.08E-6,1.92E-6,5.4E-7,13781.0,45.967,2.3779E-4,5.4618E8,60.808,5e-13
77,9.88E-6,5.22E-6,9.86E-6,1.2E-7,3.0E-7,1.58E-6,7.74E-6,6.5E-6,1.2E-7,2.66E-6,1.2E-7,6.0,4.0,1.0,1.0,1.0,23.0,3.0,1.0,1.0,1.0,3.0,1.82E-6,2.0E-7,6.0E-8,3.2E-7,1.8E-7,1.08E-6,1.06E-6,7.4E-7,1.32E-6,1.94E-6,4.0E-7,13792.0,45.946,2.3111E-4,5.3124E8,61.627,5e-13
78,9.18E-6,5.38E-6,7.9E-6,1.2E-7,2.8E-7,1.7E-6,9.02E-6,6.26E-6,1.4E-7,4.6E-6,1.8E-7,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.8E-6,2.4E-7,6.0E-8,3.4E-7,1.4E-7,1.26E-6,1.24E-6,8.4E-7,6.0E-7,2.0E-6,5.2E-7,15854.0,45.932,1.9067E-4,5.038E8,60.911,5e-13
79,9.22E-6,5.72E-6,6.96E-6,1.2E-7,2.4E-7,2.04E-6,8.22E-6,5.18E-6,1.4E-7,4.64E-6,1.2E-7,13.0,4.0,1.0,1.0,2.0,11.0,2.0,1.0,1.0,1.0,2.0,1.76E-6,2.2E-7,6.0E-8,2.6E-7,1.6E-7,1.02E-6,1.32E-6,4.6E-7,8.4E-7,1.88E-6,5.0E-7,13656.0,45.91,2.6116E-4,5.9442E8,60.55,5e-13
80,7.48E-6,9.8E-6,9.66E-6,1.2E-7,2.0E-7,1.82E-6,1.0E-5,6.44E-6,1.2E-7,3.48E-6,1.2E-7,3.0,2.0,1.0,1.0,2.0,12.0,5.0,1.0,1.0,1.0,2.0,1.68E-6,2.2E-7,1.0E-7,2.2E-7,1.6E-7,1.56E-6,1.06E-6,8.8E-7,1.02E-6,2.0E-6,5.2E-7,15732.0,45.882,1.5963E-4,4.1855E8,63.08,5e-13
81,8.68E-6,9.28E-6,7.48E-6,1.2E-7,2.2E-7,1.34E-6,7.92E-6,3.74E-6,1.2E-7,4.42E-6,4.0E-7,25.0,2.0,1.0,2.0,2.0,6.0,6.0,1.0,1.0,1.0,1.0,1.66E-6,2.2E-7,6.0E-8,3.4E-7,1.6E-7,1.24E-6,1.0E-6,6.6E-7,1.48E-6,1.98E-6,4.8E-7,16082.0,45.846,1.3781E-4,3.6937E8,66.347,5e-13
82,8.86E-6,4.92E-6,9.8E-6,1.2E-7,3.0E-7,1.88E-6,7.6E-6,6.72E-6,1.2E-7,4.68E-6,1.4E-7,7.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,1.58E-6,2.2E-7,6.0E-8,3.0E-7,1.2E-7,1.4E-6,7.8E-7,8.6E-7,1.78E-6,1.98E-6,3.6E-7,17221.0,45.837,1.8501E-4,5.3102E8,60.523,5e-13
83,8.94E-6,9.92E-6,9.9E-6,1.6E-7,3.0E-7,1.28E-6,8.32E-6,4.62E-6,1.4E-7,2.72E-6,2.8E-7,2.0,2.0,1.0,1.0,1.0,13.0,2.0,1.0,1.0,1.0,1.0,1.58E-6,2.8E-7,6.0E-8,4.2E-7,1.4E-7,9.0E-7,8.8E-7,5.8E-7,8.4E-7,1.82E-6,4.8E-7,15030.0,45.833,1.5831E-4,3.9655E8,62.537,5e-13
84,6.76E-6,7.24E-6,8.04E-6,1.2E-7,2.6E-7,1.42E-6,9.92E-6,5.48E-6,1.2E-7,3.54E-6,2.0E-7,4.0,3.0,1.0,1.0,1.0,20.0,5.0,1.0,1.0,1.0,1.0,1.62E-6,2.4E-7,6.0E-8,3.8E-7,1.6E-7,1.68E-6,1.58E-6,8.6E-7,8.8E-7,2.0E-6,2.8E-7,16266.0,45.829,1.6933E-4,4.5904E8,61.137,5e-13
85,9.0E-6,7.0E-6,9.82E-6,1.4E-7,3.6E-7,1.58E-6,9.76E-6,5.18E-6,2.2E-7,3.2E-6,1.2E-7,10.0,4.0,1.0,1.0,1.0,13.0,2.0,1.0,1.0,1.0,3.0,1.68E-6,2.4E-7,6.0E-8,2.6E-7,1.4E-7,1.2E-6,1.46E-6,5.4E-7,1.4E-6,1.92E-6,4.8E-7,15136.0,45.785,2.1189E-4,5.3452E8,60.302,5e-13
86,8.86E-6,4.92E-6,9.8E-6,1.2E-7,3.0E-7,1.88E-6,7.6E-6,6.72E-6,1.2E-7,4.84E-6,1.4E-7,1.0,3.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,2.0,1.58E-6,2.2E-7,6.0E-8,3.0E-7,1.2E-7,1.4E-6,7.8E-7,8.6E-7,1.78E-6,1.98E-6,4.0E-7,16762.0,45.75,1.8422E-4,5.1465E8,60.768,5e-13
87,8.68E-6,9.24E-6,7.48E-6,1.2E-7,2.2E-7,1.34E-6,7.92E-6,3.74E-6,1.2E-7,4.42E-6,4.0E-7,25.0,2.0,1.0,2.0,2.0,6.0,6.0,1.0,1.0,1.0,1.0,1.66E-6,2.2E-7,6.0E-8,3.4E-7,1.6E-7,1.24E-6,1.0E-6,6.6E-7,1.56E-6,1.86E-6,4.8E-7,16124.0,45.739,1.3789E-4,3.7056E8,66.237,5e-13
88,9.22E-6,9.86E-6,8.66E-6,1.2E-7,3.0E-7,2.06E-6,7.34E-6,6.52E-6,1.2E-7,3.4E-6,1.2E-7,19.0,4.0,1.0,1.0,1.0,5.0,19.0,1.0,1.0,1.0,2.0,1.92E-6,1.8E-7,6.0E-8,3.0E-7,1.4E-7,1.0E-6,8.0E-7,3.4E-7,1.88E-6,1.84E-6,3.8E-7,11758.0,45.727,3.1284E-4,6.1305E8,61.902,5e-13
89,8.16E-6,7.92E-6,9.5E-6,1.2E-7,1.2E-7,1.34E-6,8.4E-6,6.84E-6,1.4E-7,2.98E-6,1.2E-7,13.0,2.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0E-6,2.2E-7,6.0E-8,3.6E-7,1.4E-7,1.14E-6,1.16E-6,7.8E-7,1.46E-6,1.72E-6,3.4E-7,14511.0,45.706,2.2552E-4,5.4543E8,60.938,5e-13
90,8.14E-6,8.4E-6,9.46E-6,1.2E-7,2.4E-7,6.4E-7,9.04E-6,6.3E-6,1.8E-7,3.5E-6,1.8E-7,7.0,3.0,2.0,1.0,1.0,10.0,5.0,1.0,1.0,1.0,2.0,1.86E-6,2.4E-7,1.2E-7,2.4E-7,1.2E-7,7.8E-7,1.28E-6,1.1E-6,1.84E-6,1.84E-6,4.4E-7,15563.0,45.677,1.636E-4,4.2434E8,60.583,5e-13
91,7.52E-6,4.24E-6,8.04E-6,1.4E-7,2.6E-7,1.58E-6,9.66E-6,4.96E-6,1.4E-7,2.76E-6,1.4E-7,3.0,5.0,1.0,1.0,2.0,23.0,9.0,1.0,1.0,1.0,1.0,1.62E-6,2.8E-7,1.4E-7,2.6E-7,1.6E-7,1.16E-6,1.28E-6,9.0E-7,1.38E-6,1.92E-6,6.0E-7,14171.0,45.67,1.319E-4,3.1153E8,60.241,5e-13
92,8.14E-6,7.56E-6,8.62E-6,1.2E-7,1.2E-7,1.62E-6,8.52E-6,7.24E-6,1.2E-7,3.48E-6,1.6E-7,2.0,4.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,1.0,3.0,1.96E-6,2.0E-7,8.0E-8,2.8E-7,1.6E-7,1.04E-6,1.04E-6,7.4E-7,9.4E-7,1.84E-6,4.4E-7,14211.0,45.621,2.3537E-4,5.5747E8,60.766,5e-13
93,8.86E-6,7.78E-6,9.78E-6,1.2E-7,3.0E-7,1.88E-6,7.6E-6,6.72E-6,1.2E-7,4.44E-6,1.4E-7,7.0,2.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,2.0,1.58E-6,2.2E-7,1.0E-7,2.8E-7,1.2E-7,1.04E-6,8.4E-7,8.6E-7,1.9E-6,2.0E-6,3.6E-7,16511.0,45.579,1.9323E-4,5.3173E8,62.259,5e-13
94,9.94E-6,6.46E-6,8.9E-6,1.4E-7,2.4E-7,1.28E-6,7.74E-6,5.56E-6,1.2E-7,3.16E-6,3.4E-7,7.0,4.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.92E-6,2.0E-7,6.0E-8,2.0E-7,1.4E-7,9.8E-7,1.2E-6,7.4E-7,4.8E-7,1.98E-6,4.6E-7,16070.0,45.576,2.1152E-4,5.6653E8,61.641,5e-13
95,9.18E-6,7.18E-6,9.58E-6,1.4E-7,2.0E-7,1.82E-6,7.82E-6,6.24E-6,1.2E-7,2.84E-6,1.2E-7,21.0,4.0,1.0,1.0,2.0,19.0,2.0,1.0,1.0,1.0,4.0,1.7E-6,2.6E-7,6.0E-8,2.0E-7,1.6E-7,1.2E-6,1.5E-6,5.8E-7,1.02E-6,2.0E-6,4.2E-7,12727.0,45.569,3.126E-4,6.6306E8,61.774,5e-13
96,9.18E-6,7.18E-6,9.58E-6,1.2E-7,3.6E-7,1.8E-6,7.82E-6,6.18E-6,1.4E-7,2.84E-6,1.2E-7,21.0,3.0,1.0,1.0,1.0,19.0,4.0,1.0,1.0,1.0,2.0,1.72E-6,2.6E-7,6.0E-8,2.6E-7,1.2E-7,1.2E-6,1.48E-6,6.2E-7,1.02E-6,1.94E-6,3.2E-7,12686.0,45.552,2.8651E-4,6.0576E8,62.588,5e-13
97,8.74E-6,9.72E-6,9.94E-6,1.2E-7,2.6E-7,1.58E-6,7.44E-6,6.16E-6,1.4E-7,2.62E-6,1.2E-7,7.0,4.0,1.0,1.0,1.0,21.0,7.0,1.0,1.0,1.0,2.0,2.0E-6,2.0E-7,6.0E-8,2.6E-7,1.0E-7,1.56E-6,1.48E-6,6.0E-7,1.02E-6,1.98E-6,3.4E-7,12802.0,45.551,3.0398E-4,6.4861E8,60.253,5e-13
98,7.8E-6,7.1E-6,9.92E-6,1.4E-7,2.0E-7,1.3E-6,7.84E-6,4.0E-6,1.2E-7,3.88E-6,1.2E-7,2.0,2.0,1.0,1.0,1.0,10.0,5.0,1.0,1.0,1.0,4.0,1.7E-6,2.0E-7,1.6E-7,5.0E-7,2.0E-7,1.54E-6,1.28E-6,9.6E-7,1.98E-6,1.98E-6,7.2E-7,15629.0,45.53,1.318E-4,3.4332E8,60.922,5e-13
99,8.52E-6,6.74E-6,9.9E-6,1.2E-7,3.0E-7,1.36E-6,6.44E-6,5.18E-6,1.6E-7,3.52E-6,1.4E-7,13.0,4.0,1.0,1.0,1.0,10.0,5.0,1.0,1.0,1.0,3.0,1.84E-6,2.4E-7,6.0E-8,2.6E-7,1.4E-7,1.18E-6,1.16E-6,5.2E-7,1.62E-6,1.9E-6,4.4E-7,12718.0,45.508,2.9081E-4,6.1645E8,62.809,5e-13
100,8.98E-6,8.42E-6,9.66E-6,1.2E-7,2.0E-7,1.82E-6,9.7E-6,7.06E-6,1.2E-7,3.56E-6,1.6E-7,3.0,2.0,1.0,1.0,2.0,12.0,4.0,1.0,1.0,1.0,3.0,1.6E-6,1.8E-7,8.0E-8,2.2E-7,1.6E-7,9.2E-7,1.06E-6,8.4E-7,1.02E-6,2.0E-6,6.2E-7,16636.0,45.495,1.922E-4,5.329E8,60.481,5e-13
101,8.84E-6,5.2E-6,7.88E-6,1.4E-7,3.6E-7,1.62E-6,9.3E-6,3.8E-6,2.0E-7,3.2E-6,1.6E-7,11.0,6.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,2.0,1.66E-6,2.6E-7,6.0E-8,2.6E-7,1.6E-7,1.62E-6,1.46E-6,5.6E-7,1.4E-6,1.92E-6,4.0E-7,16872.0,45.445,1.6264E-4,4.5734E8,62.008,5e-13
102,9.28E-6,9.92E-6,9.6E-6,1.2E-7,2.4E-7,1.28E-6,8.42E-6,4.3E-6,1.4E-7,3.32E-6,2.6E-7,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.46E-6,2.8E-7,8.0E-8,4.2E-7,1.6E-7,7.6E-7,8.8E-7,7.4E-7,9.8E-7,1.84E-6,5.2E-7,16658.0,45.429,1.2738E-4,3.5366E8,63.712,5e-13
103,9.06E-6,6.68E-6,7.68E-6,1.2E-7,2.6E-7,1.58E-6,7.22E-6,5.36E-6,1.2E-7,4.62E-6,1.4E-7,2.0,3.0,1.0,1.0,2.0,3.0,23.0,1.0,1.0,1.0,2.0,1.74E-6,2.6E-7,6.0E-8,1.8E-7,1.6E-7,9.8E-7,1.3E-6,6.4E-7,1.08E-6,2.0E-6,3.0E-7,14769.0,45.413,2.5494E-4,6.2753E8,62.395,5e-13
104,6.76E-6,6.88E-6,8.04E-6,1.2E-7,2.6E-7,1.42E-6,9.98E-6,5.48E-6,1.2E-7,3.48E-6,2.0E-7,4.0,3.0,1.0,1.0,1.0,20.0,3.0,1.0,1.0,1.0,1.0,1.62E-6,2.4E-7,6.0E-8,3.8E-7,1.6E-7,1.68E-6,1.58E-6,8.6E-7,8.8E-7,2.0E-6,2.8E-7,16263.0,45.373,1.6937E-4,4.5909E8,61.995,5e-13
105,8.66E-6,6.2E-6,9.9E-6,1.2E-7,2.2E-7,1.6E-6,8.52E-6,5.94E-6,1.4E-7,3.98E-6,1.6E-7,6.0,3.0,1.0,1.0,3.0,8.0,6.0,1.0,1.0,1.0,1.0,1.98E-6,2.4E-7,8.0E-8,1.8E-7,1.6E-7,1.04E-6,5.6E-7,6.4E-7,8.0E-7,1.7E-6,4.2E-7,17209.0,45.369,1.4684E-4,4.2116E8,60.266,5e-13
106,9.06E-6,6.96E-6,7.68E-6,1.2E-7,2.6E-7,1.58E-6,7.22E-6,5.36E-6,1.2E-7,3.4E-6,1.4E-7,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.74E-6,2.6E-7,6.0E-8,1.8E-7,1.6E-7,1.1E-6,1.3E-6,7.0E-7,1.14E-6,2.0E-6,3.0E-7,15880.0,45.345,2.431E-4,6.4341E8,60.606,5e-13
107,9.14E-6,9.92E-6,9.6E-6,1.2E-7,2.4E-7,1.28E-6,8.42E-6,4.4E-6,1.4E-7,3.32E-6,2.6E-7,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.46E-6,2.8E-7,8.0E-8,4.2E-7,1.6E-7,7.6E-7,8.8E-7,7.4E-7,9.8E-7,1.84E-6,5.2E-7,16516.0,45.273,1.3046E-4,3.5912E8,63.753,5e-13
108,8.74E-6,7.86E-6,9.78E-6,1.2E-7,3.2E-7,1.88E-6,8.1E-6,6.72E-6,1.2E-7,4.44E-6,1.2E-7,11.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.52E-6,2.0E-7,8.0E-8,3.0E-7,1.2E-7,1.04E-6,9.2E-7,8.6E-7,1.86E-6,1.96E-6,4.4E-7,16697.0,45.247,1.9387E-4,5.3951E8,60.36,5e-13
109,9.28E-6,9.84E-6,9.5E-6,1.2E-7,3.6E-7,1.88E-6,7.72E-6,5.1E-6,1.8E-7,3.48E-6,1.2E-7,2.0,4.0,1.0,1.0,1.0,24.0,3.0,1.0,1.0,1.0,3.0,1.56E-6,2.4E-7,8.0E-8,1.8E-7,1.4E-7,1.16E-6,1.16E-6,5.8E-7,1.38E-6,1.8E-6,3.4E-7,15546.0,45.23,2.28E-4,5.9074E8,60.94,5e-13
110,8.94E-6,9.92E-6,9.52E-6,1.4E-7,2.4E-7,1.22E-6,8.32E-6,4.62E-6,1.4E-7,2.72E-6,2.8E-7,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.46E-6,2.8E-7,6.0E-8,4.2E-7,1.4E-7,9.0E-7,8.8E-7,7.4E-7,8.4E-7,1.82E-6,5.0E-7,16178.0,45.223,1.3715E-4,3.6982E8,63.714,5e-13
111,8.7E-6,7.98E-6,9.94E-6,1.2E-7,2.0E-7,1.28E-6,9.5E-6,3.62E-6,1.8E-7,3.8E-6,1.2E-7,7.0,2.0,1.0,1.0,1.0,4.0,16.0,1.0,1.0,1.0,3.0,1.68E-6,2.4E-7,8.0E-8,4.8E-7,1.4E-7,1.1E-6,1.28E-6,6.2E-7,1.08E-6,2.0E-6,7.6E-7,17388.0,45.209,1.338E-4,3.8774E8,61.041,5e-13
112,8.84E-6,4.96E-6,7.88E-6,1.4E-7,3.6E-7,1.62E-6,9.3E-6,3.8E-6,2.0E-7,3.2E-6,1.6E-7,11.0,6.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,2.0,1.66E-6,2.6E-7,6.0E-8,2.6E-7,1.6E-7,1.62E-6,1.46E-6,5.6E-7,1.4E-6,1.92E-6,4.0E-7,16885.0,45.147,1.6338E-4,4.5979E8,62.78,5e-13
113,8.0E-6,6.84E-6,9.9E-6,1.2E-7,3.6E-7,1.26E-6,9.66E-6,6.76E-6,1.2E-7,4.22E-6,4.8E-7,12.0,3.0,2.0,1.0,1.0,12.0,5.0,1.0,1.0,1.0,1.0,1.54E-6,1.8E-7,1.6E-7,2.4E-7,1.4E-7,9.6E-7,8.8E-7,6.4E-7,1.9E-6,1.98E-6,4.0E-7,17956.0,45.098,1.9973E-4,5.9773E8,60.236,5e-13
114,9.3E-6,8.0E-6,9.26E-6,1.2E-7,1.4E-7,1.18E-6,8.36E-6,4.76E-6,1.2E-7,3.64E-6,1.2E-7,2.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.66E-6,2.0E-7,6.0E-8,5.6E-7,1.6E-7,9.6E-7,1.14E-6,8.8E-7,1.62E-6,1.94E-6,9.8E-7,5580.6,49.582,2.7393E-4,2.5478E8,62.346,1e-12
115,7.8E-6,7.02E-6,9.3E-6,1.6E-7,4.0E-7,1.3E-6,7.96E-6,6.84E-6,1.4E-7,3.46E-6,1.2E-7,7.0,4.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,1.7E-6,2.0E-7,6.0E-8,5.0E-7,1.6E-7,1.24E-6,1.28E-6,1.0E-6,1.84E-6,2.0E-6,7.0E-7,7632.2,49.515,2.0234E-4,2.5738E8,61.017,1e-12
116,7.8E-6,7.02E-6,9.3E-6,1.6E-7,4.0E-7,1.3E-6,7.96E-6,6.84E-6,2.2E-7,3.46E-6,1.2E-7,7.0,4.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,1.7E-6,2.0E-7,6.0E-8,5.0E-7,1.6E-7,1.24E-6,1.28E-6,1.0E-6,1.68E-6,2.0E-6,7.0E-7,7289.4,49.368,2.02E-4,2.4541E8,61.787,1e-12
117,8.0E-6,7.64E-6,9.06E-6,1.2E-7,3.4E-7,1.62E-6,7.8E-6,6.86E-6,2.2E-7,3.72E-6,1.2E-7,2.0,4.0,1.0,1.0,1.0,16.0,3.0,1.0,1.0,1.0,2.0,1.6E-6,2.8E-7,1.0E-7,4.8E-7,1.6E-7,1.12E-6,1.52E-6,1.0E-6,1.66E-6,1.9E-6,6.8E-7,7129.0,49.352,2.282E-4,2.7114E8,61.05,1e-12
